-10.78  14  - IDs instalados: 1 2 3 4 5 6 7 10 11 12 13 14 15 16 17 18 
-2.74  0  - IDs instalados: 2 10 
-11.67  17  - IDs instalados: 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 
-7.98  10  - IDs instalados: 0 1 2 3 4 6 10 11 12 13 16 17 
-8.58  12  - IDs instalados: 0 1 2 3 5 8 9 10 12 13 15 16 17 18 
-8.4  11  - IDs instalados: 0 1 2 3 7 10 11 12 13 14 15 17 18 
-11.67  14  - IDs instalados: 0 1 2 3 4 5 6 7 8 9 10 11 12 13 15 17 
-10  15  - IDs instalados: 0 1 2 3 4 6 8 9 10 11 12 13 14 15 16 17 18 
-11.67  17  - IDs instalados: 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 
-11.67  17  - IDs instalados: 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 
-4  4  - IDs instalados: 0 2 3 4 10 12 
-4.53  2  - IDs instalados: 2 10 13 17 
-3.22  1  - IDs instalados: 2 10 11 
-4.74  3  - IDs instalados: 2 5 9 10 11 
-10.07  11  - IDs instalados: 2 3 4 5 6 7 8 9 10 12 13 14 17 
-8.25  11  - IDs instalados: 0 2 3 4 6 8 10 11 14 15 16 17 18 
-2.74  0  - IDs instalados: 2 10 
-11.67  17  - IDs instalados: 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 
-11.67  17  - IDs instalados: 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 
-2.74  0  - IDs instalados: 2 10 
-2.74  0  - IDs instalados: 2 10 
-11.67  17  - IDs instalados: 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 
-11.67  15  - IDs instalados: 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 17 
-5.53  3  - IDs instalados: 2 6 9 10 14 
-11.67  17  - IDs instalados: 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 
-4.19  4  - IDs instalados: 2 3 6 10 11 13 
-10.99  11  - IDs instalados: 1 2 3 4 5 6 7 9 10 11 13 14 17 
-11.19  13  - IDs instalados: 0 1 2 4 5 6 7 9 10 12 13 14 15 16 18 
-7.13  8  - IDs instalados: 0 2 3 5 8 10 12 15 16 17 
-2.74  1  - IDs instalados: 2 10 13 
-10.18  12  - IDs instalados: 0 1 2 3 5 6 7 8 10 11 12 14 15 18 
-5.72  4  - IDs instalados: 0 2 5 10 15 17 
-10.81  14  - IDs instalados: 0 1 2 3 4 5 6 8 9 10 11 12 14 15 16 17 
-7.42  8  - IDs instalados: 0 1 2 7 8 10 13 16 17 18 
-5.82  3  - IDs instalados: 2 5 10 11 17 
